#Top: top_module   Floorplan: impl_1   Part: xczu7ev-ffvc1156-2-e
#Generated by: PC   on: Sat Feb 15 16:59:46 2025
#Build: Vivado v2024.1.2   by: xbuild   on: Thu Sep  5 14:37:11 MDT 2024
#Package Version: PRODUCTION 1.2 10/30/2017
#Package Pin Delay Version: PRODUCTION 1.0 9/2/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM_ADV,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
,J23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,J5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,K7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L27,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L31,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,L9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,M22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M29,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,M6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,M7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,N21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N22,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,,
,N23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N27,,PS_MGTRAVCC,,,,,,,,,,,,,,,,,,,,,,,
,N28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N31,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,,
,N32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,N7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P13,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,,
,P14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,P22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,P26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P29,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,,
,P30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,P7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,R13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,R15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,R19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,R21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R22,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,,
,R23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,R26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R27,,PS_MGTRAVCC,,,,,,,,,,,,,,,,,,,,,,,
,R28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R31,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,R8,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,T1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T10,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,T11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,T13,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,,
,T14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,T16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,T2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,T22,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,,
,T23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T29,,PS_MGTRAVTT,,,,,,,,,,,,,,,,,,,,,,,
,T30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,T6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,T9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U13,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,,
,U14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,U15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,U19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,U21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U22,,VCCAUX_IO,,,,,,,,,,,,,,,,,,,,,,,
,U23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,U24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U25,,VCC_PSDDR_PLL,,,,,,,,,,,,,,,,,,,,,,,
,U26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U27,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,U8,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,V1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V10,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,,
,V11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,V13,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,,
,V14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,V16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,V2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V21,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,V22,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,V23,,VCCAUX,,,,,,,,,,,,,,,,,,,,,VCCAUX,1.80,
,V24,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,,
,V25,,VCC_PSDDR_PLL,,,,,,,,,,,,,,,,,,,,,,,
,V26,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,,
,V28,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V29,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V30,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V31,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V32,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V33,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V34,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,V6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,V9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W12,,VCCBRAM,,,,,,,,,,,,,,,,,,,,,,,
,W13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W14,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,W15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W16,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,W17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W18,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,W19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W20,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,W21,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,W22,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,W23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W24,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,,
,W25,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,,
,W26,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,,
,W3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,W8,,MGTAVCC_R,,,,,,,,,,,,,,,,,,,,,,,
,Y1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y10,,MGTVCCAUX_R,,,,,,,,,,,,,,,,,,,,,,,
,Y11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y13,,VCCINT_IO,,,,,,,,,,,,,,,,,,,,,,,
,Y14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y15,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,Y16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y17,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,Y18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y19,,VCCINT,,,,,,,,,,,,,,,,,,,,,,,
,Y2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y21,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,Y22,,VCC_PSINTLP,,,,,,,,,,,,,,,,,,,,,,,
,Y23,,VCC_PSBATT,,,,,,,,,,,,,,,,,,,,,,,
,Y24,,VCC_PSPLL,,,,,,,,,,,,,,,,,,,,,,,
,Y25,,VCC_PSAUX,,,,,,,,,,,,,,,,,,,,,,,
,Y26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y31,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
,Y6,,MGTAVTT_R,,,,,,,,,,,,,,,,,,,,,,,
,Y9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND,
