#Top: top_module   Floorplan: impl_1   Part: xczu7ev-ffvc1156-2-e
#Generated by: PC   on: Sat Feb 15 16:59:46 2025
#Build: Vivado v2024.1.2   by: xbuild   on: Thu Sep  5 14:37:11 MDT 2024
#Package Version: PRODUCTION 1.2 10/30/2017
#Package Pin Delay Version: PRODUCTION 1.0 9/2/2016

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to a 1.8V standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,OFFSET_CONTROL,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM_ADV,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
223,AL6,GTHE4_CHANNEL_X0Y2,MGTHTXP2_223,106.763,107.836,,,,,,,,,,,,,,,,,,,,,
223,AK3,GTHE4_CHANNEL_X0Y3,MGTHRXN3_223,108.114,109.200,,,,,,,,,,,,,,,,,,,,,
223,AK4,GTHE4_CHANNEL_X0Y3,MGTHRXP3_223,107.976,109.061,,,,,,,,,,,,,,,,,,,,,
223,AJ5,GTHE4_CHANNEL_X0Y3,MGTHTXN3_223,98.695,99.687,,,,,,,,,,,,,,,,,,,,,
223,AJ6,GTHE4_CHANNEL_X0Y3,MGTHTXP3_223,98.843,99.836,,,,,,,,,,,,,,,,,,,,,
224,AJ1,GTHE4_CHANNEL_X0Y4,MGTHRXN0_224,114.698,115.851,,,,,,,,,,,,,,,,,,,,,
224,AJ2,GTHE4_CHANNEL_X0Y4,MGTHRXP0_224,114.530,115.681,,,,,,,,,,,,,,,,,,,,,
224,AH3,GTHE4_CHANNEL_X0Y4,MGTHTXN0_224,107.575,108.656,,,,,,,,,,,,,,,,,,,,,
224,AH4,GTHE4_CHANNEL_X0Y4,MGTHTXP0_224,107.739,108.822,,,,,,,,,,,,,,,,,,,,,
224,AB7,GTHE4_COMMON_X0Y1,MGTREFCLK0N_224,52.018,52.541,,,,,,,,,,,,,,,,,,,,,
224,AB8,GTHE4_COMMON_X0Y1,MGTREFCLK0P_224,52.213,52.738,,,,,,,,,,,,,,,,,,,,,
224,AG1,GTHE4_CHANNEL_X0Y5,MGTHRXN1_224,112.606,113.737,,,,,,,,,,,,,,,,,,,,,
224,AG2,GTHE4_CHANNEL_X0Y5,MGTHRXP1_224,112.465,113.596,,,,,,,,,,,,,,,,,,,,,
224,AG5,GTHE4_CHANNEL_X0Y5,MGTHTXN1_224,91.905,92.828,,,,,,,,,,,,,,,,,,,,,
224,AG6,GTHE4_CHANNEL_X0Y5,MGTHTXP1_224,92.036,92.961,,,,,,,,,,,,,,,,,,,,,
224,AA9,GTHE4_COMMON_X0Y1,MGTREFCLK1N_224,39.967,40.369,,,,,,,,,,,,,,,,,,,,,
224,AA10,GTHE4_COMMON_X0Y1,MGTREFCLK1P_224,40.146,40.549,,,,,,,,,,,,,,,,,,,,,
224,AF3,GTHE4_CHANNEL_X0Y6,MGTHRXN2_224,92.946,93.880,,,,,,,,,,,,,,,,,,,,,
224,AF4,GTHE4_CHANNEL_X0Y6,MGTHRXP2_224,92.766,93.699,,,,,,,,,,,,,,,,,,,,,
224,AE5,GTHE4_CHANNEL_X0Y6,MGTHTXN2_224,82.455,83.284,,,,,,,,,,,,,,,,,,,,,
224,AE6,GTHE4_CHANNEL_X0Y6,MGTHTXP2_224,82.559,83.388,,,,,,,,,,,,,,,,,,,,,
224,AE1,GTHE4_CHANNEL_X0Y7,MGTHRXN3_224,105.799,106.862,,,,,,,,,,,,,,,,,,,,,
224,AE2,GTHE4_CHANNEL_X0Y7,MGTHRXP3_224,105.609,106.671,,,,,,,,,,,,,,,,,,,,,
224,AD3,GTHE4_CHANNEL_X0Y7,MGTHTXN3_224,92.743,93.675,,,,,,,,,,,,,,,,,,,,,
224,AD4,GTHE4_CHANNEL_X0Y7,MGTHTXP3_224,92.869,93.803,,,,,,,,,,,,,,,,,,,,,
224,AD10,,MGTRREF_R,75.023,75.778,,,,,,,,,,,,,,,,,,,,,
224,AD9,,MGTAVTTRCAL_R,,,,,,,,,,,,,,,,,,,,,,,
225,AC1,GTHE4_CHANNEL_X0Y8,MGTHRXN0_225,101.309,102.328,,,,,,,,,,,,,,,,,,,,,
225,AC2,GTHE4_CHANNEL_X0Y8,MGTHRXP0_225,101.131,102.147,,,,,,,,,,,,,,,,,,,,,
225,AC5,GTHE4_CHANNEL_X0Y8,MGTHTXN0_225,74.304,75.051,,,,,,,,,,,,,,,,,,,,,
225,AC6,GTHE4_CHANNEL_X0Y8,MGTHTXP0_225,74.417,75.165,,,,,,,,,,,,,,,,,,,,,
225,Y7,GTHE4_COMMON_X0Y2,MGTREFCLK0N_225,52.455,52.982,,,,,,,,,,,,,,,,,,,,,
225,Y8,GTHE4_COMMON_X0Y2,MGTREFCLK0P_225,53.067,53.600,,,,,,,,,,,,,,,,,,,,,
225,AB3,GTHE4_CHANNEL_X0Y9,MGTHRXN1_225,86.982,87.856,,,,,,,,,,,,,,,,,,,,,
225,AB4,GTHE4_CHANNEL_X0Y9,MGTHRXP1_225,86.920,87.794,,,,,,,,,,,,,,,,,,,,,
225,AA5,GTHE4_CHANNEL_X0Y9,MGTHTXN1_225,65.601,66.260,,,,,,,,,,,,,,,,,,,,,
225,AA6,GTHE4_CHANNEL_X0Y9,MGTHTXP1_225,65.766,66.427,,,,,,,,,,,,,,,,,,,,,
225,W9,GTHE4_COMMON_X0Y2,MGTREFCLK1N_225,48.814,49.305,,,,,,,,,,,,,,,,,,,,,
225,W10,GTHE4_COMMON_X0Y2,MGTREFCLK1P_225,48.568,49.056,,,,,,,,,,,,,,,,,,,,,
225,AA1,GTHE4_CHANNEL_X0Y10,MGTHRXN2_225,98.695,99.687,,,,,,,,,,,,,,,,,,,,,
225,AA2,GTHE4_CHANNEL_X0Y10,MGTHRXP2_225,98.564,99.555,,,,,,,,,,,,,,,,,,,,,
225,Y3,GTHE4_CHANNEL_X0Y10,MGTHTXN2_225,79.014,79.808,,,,,,,,,,,,,,,,,,,,,
225,Y4,GTHE4_CHANNEL_X0Y10,MGTHTXP2_225,78.974,79.767,,,,,,,,,,,,,,,,,,,,,
225,W1,GTHE4_CHANNEL_X0Y11,MGTHRXN3_225,94.860,95.814,,,,,,,,,,,,,,,,,,,,,
225,W2,GTHE4_CHANNEL_X0Y11,MGTHRXP3_225,94.671,95.623,,,,,,,,,,,,,,,,,,,,,
225,W5,GTHE4_CHANNEL_X0Y11,MGTHTXN3_225,63.322,63.958,,,,,,,,,,,,,,,,,,,,,
225,W6,GTHE4_CHANNEL_X0Y11,MGTHTXP3_225,63.432,64.069,,,,,,,,,,,,,,,,,,,,,
226,V3,GTHE4_CHANNEL_X0Y12,MGTHRXN0_226,79.824,80.626,,,,,,,,,,,,,,,,,,,,,
226,V4,GTHE4_CHANNEL_X0Y12,MGTHRXP0_226,79.660,80.461,,,,,,,,,,,,,,,,,,,,,
226,U5,GTHE4_CHANNEL_X0Y12,MGTHTXN0_226,59.138,59.732,,,,,,,,,,,,,,,,,,,,,
226,U6,GTHE4_CHANNEL_X0Y12,MGTHTXP0_226,59.211,59.806,,,,,,,,,,,,,,,,,,,,,
226,V7,GTHE4_COMMON_X0Y3,MGTREFCLK0N_226,53.321,53.857,,,,,,,,,,,,,,,,,,,,,
226,V8,GTHE4_COMMON_X0Y3,MGTREFCLK0P_226,53.666,54.205,,,,,,,,,,,,,,,,,,,,,
226,U1,GTHE4_CHANNEL_X0Y13,MGTHRXN1_226,92.000,92.924,,,,,,,,,,,,,,,,,,,,,
226,U2,GTHE4_CHANNEL_X0Y13,MGTHRXP1_226,91.861,92.785,,,,,,,,,,,,,,,,,,,,,
226,T3,GTHE4_CHANNEL_X0Y13,MGTHTXN1_226,72.803,73.535,,,,,,,,,,,,,,,,,,,,,
226,T4,GTHE4_CHANNEL_X0Y13,MGTHTXP1_226,72.901,73.634,,,,,,,,,,,,,,,,,,,,,
226,U9,GTHE4_COMMON_X0Y3,MGTREFCLK1N_226,49.668,50.167,,,,,,,,,,,,,,,,,,,,,
226,U10,GTHE4_COMMON_X0Y3,MGTREFCLK1P_226,49.354,49.850,,,,,,,,,,,,,,,,,,,,,
226,R1,GTHE4_CHANNEL_X0Y14,MGTHRXN2_226,95.299,96.256,,,,,,,,,,,,,,,,,,,,,
226,R2,GTHE4_CHANNEL_X0Y14,MGTHRXP2_226,95.126,96.082,,,,,,,,,,,,,,,,,,,,,
226,R5,GTHE4_CHANNEL_X0Y14,MGTHTXN2_226,58.667,59.257,,,,,,,,,,,,,,,,,,,,,
226,R6,GTHE4_CHANNEL_X0Y14,MGTHTXP2_226,58.789,59.380,,,,,,,,,,,,,,,,,,,,,
226,P3,GTHE4_CHANNEL_X0Y15,MGTHRXN3_226,82.365,83.193,,,,,,,,,,,,,,,,,,,,,
226,P4,GTHE4_CHANNEL_X0Y15,MGTHRXP3_226,82.228,83.055,,,,,,,,,,,,,,,,,,,,,
226,N5,GTHE4_CHANNEL_X0Y15,MGTHTXN3_226,62.273,62.899,,,,,,,,,,,,,,,,,,,,,
226,N6,GTHE4_CHANNEL_X0Y15,MGTHTXP3_226,62.416,63.043,,,,,,,,,,,,,,,,,,,,,
227,N1,GTHE4_CHANNEL_X0Y16,MGTHRXN0_227,98.441,99.431,,,,,,,,,,,,,,,,,,,,,
227,N2,GTHE4_CHANNEL_X0Y16,MGTHRXP0_227,98.261,99.248,,,,,,,,,,,,,,,,,,,,,
227,M3,GTHE4_CHANNEL_X0Y16,MGTHTXN0_227,77.993,78.777,,,,,,,,,,,,,,,,,,,,,
227,M4,GTHE4_CHANNEL_X0Y16,MGTHTXP0_227,78.033,78.818,,,,,,,,,,,,,,,,,,,,,
227,T7,GTHE4_COMMON_X0Y4,MGTREFCLK0N_227,53.502,54.039,,,,,,,,,,,,,,,,,,,,,
227,T8,GTHE4_COMMON_X0Y4,MGTREFCLK0P_227,53.206,53.741,,,,,,,,,,,,,,,,,,,,,
227,L1,GTHE4_CHANNEL_X0Y17,MGTHRXN1_227,101.238,102.256,,,,,,,,,,,,,,,,,,,,,
227,L2,GTHE4_CHANNEL_X0Y17,MGTHRXP1_227,101.101,102.117,,,,,,,,,,,,,,,,,,,,,
227,L5,GTHE4_CHANNEL_X0Y17,MGTHTXN1_227,64.414,65.061,,,,,,,,,,,,,,,,,,,,,
227,L6,GTHE4_CHANNEL_X0Y17,MGTHTXP1_227,64.343,64.990,,,,,,,,,,,,,,,,,,,,,
227,R9,GTHE4_COMMON_X0Y4,MGTREFCLK1N_227,48.686,49.175,,,,,,,,,,,,,,,,,,,,,
227,R10,GTHE4_COMMON_X0Y4,MGTREFCLK1P_227,48.674,49.163,,,,,,,,,,,,,,,,,,,,,
227,J1,GTHE4_CHANNEL_X0Y18,MGTHRXN2_227,111.095,112.212,,,,,,,,,,,,,,,,,,,,,
227,J2,GTHE4_CHANNEL_X0Y18,MGTHRXP2_227,110.909,112.024,,,,,,,,,,,,,,,,,,,,,
227,K3,GTHE4_CHANNEL_X0Y18,MGTHTXN2_227,80.488,81.297,,,,,,,,,,,,,,,,,,,,,
227,K4,GTHE4_CHANNEL_X0Y18,MGTHTXP2_227,80.594,81.404,,,,,,,,,,,,,,,,,,,,,
227,G1,GTHE4_CHANNEL_X0Y19,MGTHRXN3_227,114.309,115.458,,,,,,,,,,,,,,,,,,,,,
227,G2,GTHE4_CHANNEL_X0Y19,MGTHRXP3_227,114.141,115.288,,,,,,,,,,,,,,,,,,,,,
227,H3,GTHE4_CHANNEL_X0Y19,MGTHTXN3_227,85.212,86.069,,,,,,,,,,,,,,,,,,,,,
227,H4,GTHE4_CHANNEL_X0Y19,MGTHTXP3_227,85.141,85.997,,,,,,,,,,,,,,,,,,,,,
505,T28,PS8_X0Y0,PS_MGTREFCLK0N_505,55.604,56.163,,,,,,,,,,,,,,,,,,,,,
505,T27,PS8_X0Y0,PS_MGTREFCLK0P_505,55.491,56.049,,,,,,,,,,,,,,,,,,,,,
505,U31,PS8_X0Y0,PS_MGTRREF_505,124.223,125.471,,,,,,,,,,,,,,,,,,,,,
505,U34,PS8_X0Y0,PS_MGTRRXN0_505,89.574,90.474,,,,,,,,,,,,,,,,,,,,,
505,U33,PS8_X0Y0,PS_MGTRRXP0_505,89.406,90.304,,,,,,,,,,,,,,,,,,,,,
505,U30,PS8_X0Y0,PS_MGTRTXN0_505,60.320,60.926,,,,,,,,,,,,,,,,,,,,,
505,U29,PS8_X0Y0,PS_MGTRTXP0_505,60.174,60.779,,,,,,,,,,,,,,,,,,,,,
505,P28,PS8_X0Y0,PS_MGTREFCLK1N_505,67.581,68.260,,,,,,,,,,,,,,,,,,,,,
505,P27,PS8_X0Y0,PS_MGTREFCLK1P_505,66.994,67.668,,,,,,,,,,,,,,,,,,,,,
505,T32,PS8_X0Y0,PS_MGTRRXN1_505,75.136,75.891,,,,,,,,,,,,,,,,,,,,,
505,T31,PS8_X0Y0,PS_MGTRRXP1_505,74.962,75.715,,,,,,,,,,,,,,,,,,,,,
505,R30,PS8_X0Y0,PS_MGTRTXN1_505,60.059,60.663,,,,,,,,,,,,,,,,,,,,,
505,R29,PS8_X0Y0,PS_MGTRTXP1_505,59.885,60.487,,,,,,,,,,,,,,,,,,,,,
505,M28,PS8_X0Y0,PS_MGTREFCLK2N_505,74.557,75.306,,,,,,,,,,,,,,,,,,,,,
505,M27,PS8_X0Y0,PS_MGTREFCLK2P_505,74.363,75.111,,,,,,,,,,,,,,,,,,,,,
505,R34,PS8_X0Y0,PS_MGTRRXN2_505,94.800,95.752,,,,,,,,,,,,,,,,,,,,,
505,R33,PS8_X0Y0,PS_MGTRRXP2_505,94.676,95.627,,,,,,,,,,,,,,,,,,,,,
505,P32,PS8_X0Y0,PS_MGTRTXN2_505,77.140,77.915,,,,,,,,,,,,,,,,,,,,,
505,P31,PS8_X0Y0,PS_MGTRTXP2_505,76.988,77.762,,,,,,,,,,,,,,,,,,,,,
505,M32,PS8_X0Y0,PS_MGTREFCLK3N_505,108.392,109.481,,,,,,,,,,,,,,,,,,,,,
505,M31,PS8_X0Y0,PS_MGTREFCLK3P_505,108.913,110.008,,,,,,,,,,,,,,,,,,,,,
505,N34,PS8_X0Y0,PS_MGTRRXN3_505,92.100,93.025,,,,,,,,,,,,,,,,,,,,,
505,N33,PS8_X0Y0,PS_MGTRRXP3_505,91.979,92.903,,,,,,,,,,,,,,,,,,,,,
505,N30,PS8_X0Y0,PS_MGTRTXN3_505,61.323,61.939,,,,,,,,,,,,,,,,,,,,,
505,N29,PS8_X0Y0,PS_MGTRTXP3_505,61.190,61.805,,,,,,,,,,,,,,,,,,,,,
500,A24,PS8_X0Y0,PS_MIO0_500,182.887,184.725,,,,,,,,,,,,,,,,,,,,,
500,F26,PS8_X0Y0,PS_MIO10_500,160.328,161.939,,,,,,,,,,,,,,,,,,,,,
500,B26,PS8_X0Y0,PS_MIO11_500,173.455,175.198,,,,,,,,,,,,,,,,,,,,,
500,C27,PS8_X0Y0,PS_MIO12_500,158.915,160.512,,,,,,,,,,,,,,,,,,,,,
500,D27,PS8_X0Y0,PS_MIO13_500,153.860,155.406,,,,,,,,,,,,,,,,,,,,,
500,A27,PS8_X0Y0,PS_MIO14_500,175.648,177.414,,,,,,,,,,,,,,,,,,,,,
500,E27,PS8_X0Y0,PS_MIO15_500,147.513,148.996,,,,,,,,,,,,,,,,,,,,,
500,A28,PS8_X0Y0,PS_MIO16_500,177.973,179.761,,,,,,,,,,,,,,,,,,,,,
500,C29,PS8_X0Y0,PS_MIO17_500,164.357,166.009,,,,,,,,,,,,,,,,,,,,,
500,F27,PS8_X0Y0,PS_MIO18_500,145.487,146.949,,,,,,,,,,,,,,,,,,,,,
500,B28,PS8_X0Y0,PS_MIO19_500,162.218,163.848,,,,,,,,,,,,,,,,,,,,,
500,C24,PS8_X0Y0,PS_MIO1_500,172.419,174.151,,,,,,,,,,,,,,,,,,,,,
500,E29,PS8_X0Y0,PS_MIO20_500,149.676,151.180,,,,,,,,,,,,,,,,,,,,,
500,C28,PS8_X0Y0,PS_MIO21_500,159.506,161.109,,,,,,,,,,,,,,,,,,,,,
500,F28,PS8_X0Y0,PS_MIO22_500,152.107,153.636,,,,,,,,,,,,,,,,,,,,,
500,B29,PS8_X0Y0,PS_MIO23_500,163.818,165.464,,,,,,,,,,,,,,,,,,,,,
500,E28,PS8_X0Y0,PS_MIO24_500,141.007,142.424,,,,,,,,,,,,,,,,,,,,,
500,D29,PS8_X0Y0,PS_MIO25_500,154.398,155.950,,,,,,,,,,,,,,,,,,,,,
500,B24,PS8_X0Y0,PS_MIO2_500,172.630,174.365,,,,,,,,,,,,,,,,,,,,,
500,E25,PS8_X0Y0,PS_MIO3_500,155.910,157.477,,,,,,,,,,,,,,,,,,,,,
500,A25,PS8_X0Y0,PS_MIO4_500,178.582,180.377,,,,,,,,,,,,,,,,,,,,,
500,D25,PS8_X0Y0,PS_MIO5_500,158.147,159.736,,,,,,,,,,,,,,,,,,,,,
500,A26,PS8_X0Y0,PS_MIO6_500,182.597,184.432,,,,,,,,,,,,,,,,,,,,,
500,B25,PS8_X0Y0,PS_MIO7_500,172.146,173.876,,,,,,,,,,,,,,,,,,,,,
500,D26,PS8_X0Y0,PS_MIO8_500,159.706,161.311,,,,,,,,,,,,,,,,,,,,,
500,C26,PS8_X0Y0,PS_MIO9_500,160.571,162.184,,,,,,,,,,,,,,,,,,,,,
500,AA24,,GND_PSADC,,,,,,,,,,,,,,,,,,,,,,,
500,AA25,,VCC_PSADC,,,,,,,,,,,,,,,,,,,,,,,
500,C25,,VCCO_PSIO0_500,,,,,,,,,,,,,,,,,,,,,,,
500,D28,,VCCO_PSIO0_500,,,,,,,,,,,,,,,,,,,,,,,
501,A29,PS8_X0Y0,PS_MIO26_501,197.913,199.903,,,,,,,,,,,,,,,,,,,,,
501,A30,PS8_X0Y0,PS_MIO27_501,204.359,206.412,,,,,,,,,,,,,,,,,,,,,
501,A31,PS8_X0Y0,PS_MIO28_501,205.129,207.191,,,,,,,,,,,,,,,,,,,,,
501,A32,PS8_X0Y0,PS_MIO29_501,217.925,220.115,,,,,,,,,,,,,,,,,,,,,
501,A33,PS8_X0Y0,PS_MIO30_501,218.303,220.497,,,,,,,,,,,,,,,,,,,,,
501,B30,PS8_X0Y0,PS_MIO31_501,202.050,204.081,,,,,,,,,,,,,,,,,,,,,
501,B31,PS8_X0Y0,PS_MIO32_501,204.999,207.059,,,,,,,,,,,,,,,,,,,,,
501,B33,PS8_X0Y0,PS_MIO33_501,221.118,223.341,,,,,,,,,,,,,,,,,,,,,
501,B34,PS8_X0Y0,PS_MIO34_501,226.575,228.852,,,,,,,,,,,,,,,,,,,,,
501,C31,PS8_X0Y0,PS_MIO35_501,212.198,214.331,,,,,,,,,,,,,,,,,,,,,
501,C32,PS8_X0Y0,PS_MIO36_501,210.131,212.243,,,,,,,,,,,,,,,,,,,,,
501,C33,PS8_X0Y0,PS_MIO37_501,223.780,226.029,,,,,,,,,,,,,,,,,,,,,
501,C34,PS8_X0Y0,PS_MIO38_501,228.028,230.319,,,,,,,,,,,,,,,,,,,,,
501,D30,PS8_X0Y0,PS_MIO39_501,195.854,197.822,,,,,,,,,,,,,,,,,,,,,
501,D31,PS8_X0Y0,PS_MIO40_501,209.960,212.070,,,,,,,,,,,,,,,,,,,,,
501,D32,PS8_X0Y0,PS_MIO41_501,208.839,210.938,,,,,,,,,,,,,,,,,,,,,
501,D34,PS8_X0Y0,PS_MIO42_501,228.260,230.555,,,,,,,,,,,,,,,,,,,,,
501,E30,PS8_X0Y0,PS_MIO43_501,201.265,203.287,,,,,,,,,,,,,,,,,,,,,
501,E32,PS8_X0Y0,PS_MIO44_501,210.071,212.183,,,,,,,,,,,,,,,,,,,,,
501,E33,PS8_X0Y0,PS_MIO45_501,220.075,222.287,,,,,,,,,,,,,,,,,,,,,
501,E34,PS8_X0Y0,PS_MIO46_501,229.461,231.767,,,,,,,,,,,,,,,,,,,,,
501,F30,PS8_X0Y0,PS_MIO47_501,175.568,177.333,,,,,,,,,,,,,,,,,,,,,
501,F31,PS8_X0Y0,PS_MIO48_501,175.098,176.858,,,,,,,,,,,,,,,,,,,,,
501,F32,PS8_X0Y0,PS_MIO49_501,209.965,212.075,,,,,,,,,,,,,,,,,,,,,
501,F33,PS8_X0Y0,PS_MIO50_501,175.553,177.317,,,,,,,,,,,,,,,,,,,,,
501,F34,PS8_X0Y0,PS_MIO51_501,175.795,177.561,,,,,,,,,,,,,,,,,,,,,
501,B32,,VCCO_PSIO1_501,,,,,,,,,,,,,,,,,,,,,,,
501,E31,,VCCO_PSIO1_501,,,,,,,,,,,,,,,,,,,,,,,
502,G29,PS8_X0Y0,PS_MIO52_502,129.820,131.125,,,,,,,,,,,,,,,,,,,,,
502,G30,PS8_X0Y0,PS_MIO53_502,128.791,130.085,,,,,,,,,,,,,,,,,,,,,
502,G31,PS8_X0Y0,PS_MIO54_502,140.718,142.132,,,,,,,,,,,,,,,,,,,,,
502,G33,PS8_X0Y0,PS_MIO55_502,148.535,150.028,,,,,,,,,,,,,,,,,,,,,
502,G34,PS8_X0Y0,PS_MIO56_502,157.418,159.000,,,,,,,,,,,,,,,,,,,,,
502,H29,PS8_X0Y0,PS_MIO57_502,121.454,122.674,,,,,,,,,,,,,,,,,,,,,
502,H31,PS8_X0Y0,PS_MIO58_502,128.697,129.990,,,,,,,,,,,,,,,,,,,,,
502,H32,PS8_X0Y0,PS_MIO59_502,137.079,138.457,,,,,,,,,,,,,,,,,,,,,
502,H33,PS8_X0Y0,PS_MIO60_502,142.861,144.297,,,,,,,,,,,,,,,,,,,,,
502,H34,PS8_X0Y0,PS_MIO61_502,149.334,150.835,,,,,,,,,,,,,,,,,,,,,
502,J29,PS8_X0Y0,PS_MIO62_502,112.884,114.018,,,,,,,,,,,,,,,,,,,,,
502,J30,PS8_X0Y0,PS_MIO63_502,126.693,127.966,,,,,,,,,,,,,,,,,,,,,
502,J31,PS8_X0Y0,PS_MIO64_502,120.391,121.601,,,,,,,,,,,,,,,,,,,,,
502,J32,PS8_X0Y0,PS_MIO65_502,127.685,128.969,,,,,,,,,,,,,,,,,,,,,
502,J34,PS8_X0Y0,PS_MIO66_502,143.794,145.239,,,,,,,,,,,,,,,,,,,,,
502,K28,PS8_X0Y0,PS_MIO67_502,113.009,114.144,,,,,,,,,,,,,,,,,,,,,
502,K29,PS8_X0Y0,PS_MIO68_502,111.748,112.871,,,,,,,,,,,,,,,,,,,,,
502,K30,PS8_X0Y0,PS_MIO69_502,112.549,113.680,,,,,,,,,,,,,,,,,,,,,
502,K31,PS8_X0Y0,PS_MIO70_502,114.531,115.682,,,,,,,,,,,,,,,,,,,,,
502,K32,PS8_X0Y0,PS_MIO71_502,116.727,117.900,,,,,,,,,,,,,,,,,,,,,
502,K33,PS8_X0Y0,PS_MIO72_502,126.789,128.064,,,,,,,,,,,,,,,,,,,,,
502,K34,PS8_X0Y0,PS_MIO73_502,130.797,132.112,,,,,,,,,,,,,,,,,,,,,
502,L29,PS8_X0Y0,PS_MIO74_502,111.855,112.979,,,,,,,,,,,,,,,,,,,,,
502,L30,PS8_X0Y0,PS_MIO75_502,109.845,110.949,,,,,,,,,,,,,,,,,,,,,
502,L33,PS8_X0Y0,PS_MIO76_502,121.282,122.501,,,,,,,,,,,,,,,,,,,,,
502,L34,PS8_X0Y0,PS_MIO77_502,127.651,128.934,,,,,,,,,,,,,,,,,,,,,
502,H30,,VCCO_PSIO2_502,,,,,,,,,,,,,,,,,,,,,,,
502,J33,,VCCO_PSIO2_502,,,,,,,,,,,,,,,,,,,,,,,
503,N24,PS8_X0Y0,PS_DONE_503,99.817,100.821,,,,,,,,,,,,,,,,,,,,,
503,T25,PS8_X0Y0,PS_ERROR_OUT_503,51.825,52.346,,,,,,,,,,,,,,,,,,,,,
503,R25,PS8_X0Y0,PS_ERROR_STATUS_503,56.756,57.327,,,,,,,,,,,,,,,,,,,,,
503,P24,PS8_X0Y0,PS_INIT_B_503,81.283,82.100,,,,,,,,,,,,,,,,,,,,,
503,K27,PS8_X0Y0,PS_JTAG_TCK_503,101.569,102.589,,,,,,,,,,,,,,,,,,,,,
503,J27,PS8_X0Y0,PS_JTAG_TDI_503,119.665,120.867,,,,,,,,,,,,,,,,,,,,,
503,G28,PS8_X0Y0,PS_JTAG_TDO_503,121.360,122.580,,,,,,,,,,,,,,,,,,,,,
503,H28,PS8_X0Y0,PS_JTAG_TMS_503,111.582,112.704,,,,,,,,,,,,,,,,,,,,,
503,H27,PS8_X0Y0,PS_MODE0_503,121.906,123.132,,,,,,,,,,,,,,,,,,,,,
503,J26,PS8_X0Y0,PS_MODE1_503,110.458,111.568,,,,,,,,,,,,,,,,,,,,,
503,K26,PS8_X0Y0,PS_MODE2_503,98.400,99.389,,,,,,,,,,,,,,,,,,,,,
503,K25,PS8_X0Y0,PS_MODE3_503,100.688,101.700,,,,,,,,,,,,,,,,,,,,,
503,M25,PS8_X0Y0,PS_PADI_503,83.228,84.064,,,,,,,,,,,,,,,,,,,,,
503,L25,PS8_X0Y0,PS_PADO_503,88.530,89.420,,,,,,,,,,,,,,,,,,,,,
503,M24,PS8_X0Y0,PS_POR_B_503,103.286,104.324,,,,,,,,,,,,,,,,,,,,,
503,T24,PS8_X0Y0,PS_PROG_B_503,55.006,55.559,,,,,,,,,,,,,,,,,,,,,
503,R24,PS8_X0Y0,PS_REF_CLK_503,66.890,67.563,,,,,,,,,,,,,,,,,,,,,
503,P25,PS8_X0Y0,PS_SRST_B_503,72.997,73.731,,,,,,,,,,,,,,,,,,,,,
503,G27,,VCCO_PSIO3_503,,,,,,,,,,,,,,,,,,,,,,,
503,N25,,VCCO_PSIO3_503,,,,,,,,,,,,,,,,,,,,,,,
504,AN34,PS8_X0Y0,PS_DDR_A0_504,172.628,174.363,,,,,,,,,,,,,,,,,,,,,
504,AG31,PS8_X0Y0,PS_DDR_A10_504,156.478,158.051,,,,,,,,,,,,,,,,,,,,,
504,AF31,PS8_X0Y0,PS_DDR_A11_504,157.333,158.915,,,,,,,,,,,,,,,,,,,,,
504,AG30,PS8_X0Y0,PS_DDR_A12_504,156.882,158.458,,,,,,,,,,,,,,,,,,,,,
504,AF30,PS8_X0Y0,PS_DDR_A13_504,158.113,159.702,,,,,,,,,,,,,,,,,,,,,
504,AG29,PS8_X0Y0,PS_DDR_A14_504,157.058,158.636,,,,,,,,,,,,,,,,,,,,,
504,AG28,PS8_X0Y0,PS_DDR_A15_504,159.141,160.740,,,,,,,,,,,,,,,,,,,,,
504,AF28,PS8_X0Y0,PS_DDR_A16_504,157.599,159.183,,,,,,,,,,,,,,,,,,,,,
504,AF26,PS8_X0Y0,PS_DDR_A17_504,158.012,159.600,,,,,,,,,,,,,,,,,,,,,
504,AM34,PS8_X0Y0,PS_DDR_A1_504,167.620,169.305,,,,,,,,,,,,,,,,,,,,,
504,AM33,PS8_X0Y0,PS_DDR_A2_504,161.527,163.150,,,,,,,,,,,,,,,,,,,,,
504,AL34,PS8_X0Y0,PS_DDR_A3_504,184.844,186.702,,,,,,,,,,,,,,,,,,,,,
504,AL33,PS8_X0Y0,PS_DDR_A4_504,165.531,167.195,,,,,,,,,,,,,,,,,,,,,
504,AK33,PS8_X0Y0,PS_DDR_A5_504,157.244,158.825,,,,,,,,,,,,,,,,,,,,,
504,AK30,PS8_X0Y0,PS_DDR_A6_504,158.295,159.886,,,,,,,,,,,,,,,,,,,,,
